"分類","道路名稱","way_id","block_node","方向","approach_node","緯度","經度","Google Maps","OpenStreetMap","LanePilot範圍","LanePilot車道數","LanePilot轉向","人工車道數","人工轉向","車道來源作者","車道來源seq","車道來源target","轉向來源作者","轉向來源seq","轉向來源target","說明"
"完全一致","土庫路","297139353","2264471194","正向","1932046277","22.7376947","120.3313822","https://www.google.com/maps/@22.7376947,120.3313822,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4517","way/297139353@b/2264471194","anna","4517","way/297139353@b/2264471194","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471201","反向","2264471201","22.7384434","120.3309503","https://www.google.com/maps/@22.7384434,120.3309503,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4520","way/297139353@b/2264471201","anna","4520","way/297139353@b/2264471201","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471201","正向","11065424561","22.7383457","120.3310066","https://www.google.com/maps/@22.7383457,120.3310066,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4520","way/297139353@b/2264471201","anna","4520","way/297139353@b/2264471201","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471235","反向","2264471235","22.7398961","120.3300537","https://www.google.com/maps/@22.7398961,120.3300537,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4500","way/297139353@b/2264471235","anna","4500","way/297139353@b/2264471235","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471235","正向","988779599","22.7395557","120.3302421","https://www.google.com/maps/@22.7395557,120.3302421,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4500","way/297139353@b/2264471235","anna","4500","way/297139353@b/2264471235","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471241","反向","2264471241","22.7402201","120.3298731","https://www.google.com/maps/@22.7402201,120.3298731,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4498","way/297139353@b/2264471241","anna","4498","way/297139353@b/2264471241","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471241","正向","2264471235","22.7398961","120.3300537","https://www.google.com/maps/@22.7398961,120.3300537,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4498","way/297139353@b/2264471241","anna","4498","way/297139353@b/2264471241","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471253","反向","2264471253","22.7405451","120.3296786","https://www.google.com/maps/@22.7405451,120.3296786,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4496","way/297139353@b/2264471253","anna","4496","way/297139353@b/2264471253","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","2264471253","正向","2264471241","22.7402201","120.3298731","https://www.google.com/maps/@22.7402201,120.3298731,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4496","way/297139353@b/2264471253","anna","4496","way/297139353@b/2264471253","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","3670358265","反向","3670358265","22.7387631","120.3307438","https://www.google.com/maps/@22.7387631,120.3307438,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4509","way/297139353@b/3670358265","anna","4509","way/297139353@b/3670358265","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","3670358265","正向","2264471201","22.7384434","120.3309503","https://www.google.com/maps/@22.7384434,120.3309503,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4509","way/297139353@b/3670358265","anna","4509","way/297139353@b/3670358265","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","3670358268","反向","3670358268","22.7391318","120.3305112","https://www.google.com/maps/@22.7391318,120.3305112,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4506","way/297139353@b/3670358268","anna","4506","way/297139353@b/3670358268","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","3670358268","正向","3670358265","22.7387631","120.3307438","https://www.google.com/maps/@22.7387631,120.3307438,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4506","way/297139353@b/3670358268","anna","4506","way/297139353@b/3670358268","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","11065424561","反向","11065424561","22.7383457","120.3310066","https://www.google.com/maps/@22.7383457,120.3310066,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4512","way/297139353@b/11065424561","anna","4512","way/297139353@b/11065424561","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","11065424561","正向","2264471194","22.7380437","120.3311808","https://www.google.com/maps/@22.7380437,120.3311808,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4512","way/297139353@b/11065424561","anna","4512","way/297139353@b/11065424561","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","12469016040","反向","12469016040","22.7411034","120.3293271","https://www.google.com/maps/@22.7411034,120.3293271,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4494","way/297139353@b/12469016040","anna","4494","way/297139353@b/12469016040","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","297139353","12469016040","正向","12469016039","22.7405898","120.3296498","https://www.google.com/maps/@22.7405898,120.3296498,20z","https://www.openstreetmap.org/way/297139353","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4494","way/297139353@b/12469016040","anna","4494","way/297139353@b/12469016040","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","1464614127","1932046277","反向","1932046277","22.7376947","120.3313822","https://www.google.com/maps/@22.7376947,120.3313822,20z","https://www.openstreetmap.org/way/1464614127","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4522","way/1464614127@b/1932046277","anna","4522","way/1464614127@b/1932046277","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","1464614127","1932046277","正向","2264471177","22.7373199","120.3315906","https://www.google.com/maps/@22.7373199,120.3315906,20z","https://www.openstreetmap.org/way/1464614127","segment_direction","2","left|right","2","left|right","anna","4522","way/1464614127@b/1932046277","anna","4522","way/1464614127@b/1932046277","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","1464614127","2264471177","反向","2264471177","22.7373199","120.3315906","https://www.google.com/maps/@22.7373199,120.3315906,20z","https://www.openstreetmap.org/way/1464614127","segment_direction","2","left;through|through;right","2","left;through|through;right","anna","4525","way/1464614127@b/2264471177","anna","4525","way/1464614127@b/2264471177","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","土庫路","1464614127","2264471177","正向","988779697","22.7368507","120.3318466","https://www.google.com/maps/@22.7368507,120.3318466,20z","https://www.openstreetmap.org/way/1464614127","segment_direction","2","left|right","2","left|right","anna","4525","way/1464614127@b/2264471177","anna","4525","way/1464614127@b/2264471177","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","265972849","反向","265972849","22.7287483","120.2789018","https://www.google.com/maps/@22.7287483,120.2789018,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3793","way/23674288@b/265972849","anna","3793","way/23674288@b/265972849","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","265972849","正向","343046404","22.7283052","120.2791619","https://www.google.com/maps/@22.7283052,120.2791619,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3793","way/23674288@b/265972849","anna","3793","way/23674288@b/265972849","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","343045906","反向","343045906","22.7279126","120.2793461","https://www.google.com/maps/@22.7279126,120.2793461,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3799","way/23674288@b/343045906","anna","3799","way/23674288@b/343045906","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","343045906","正向","4613284573","22.7277891","120.2794051","https://www.google.com/maps/@22.7277891,120.2794051,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3799","way/23674288@b/343045906","anna","3799","way/23674288@b/343045906","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","343046404","反向","343046404","22.7283052","120.2791619","https://www.google.com/maps/@22.7283052,120.2791619,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3796","way/23674288@b/343046404","anna","3796","way/23674288@b/343046404","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","343046404","正向","343045906","22.7279126","120.2793461","https://www.google.com/maps/@22.7279126,120.2793461,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3796","way/23674288@b/343046404","anna","3796","way/23674288@b/343046404","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","2601136103","反向","2601136103","22.7296803","120.2780815","https://www.google.com/maps/@22.7296803,120.2780815,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3787","way/23674288@b/2601136103","anna","3787","way/23674288@b/2601136103","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","2601136103","正向","12658236913","22.7290088","120.278694","https://www.google.com/maps/@22.7290088,120.278694,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3787","way/23674288@b/2601136103","anna","3787","way/23674288@b/2601136103","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","4613284573","反向","4613284573","22.7277891","120.2794051","https://www.google.com/maps/@22.7277891,120.2794051,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3800","way/23674288@b/4613284573","anna","3800","way/23674288@b/4613284573","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","4613284573","正向","291592355","22.726889468147547","120.27984808351107","https://www.google.com/maps/@22.726889468147547,120.27984808351107,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3800","way/23674288@b/4613284573","anna","3800","way/23674288@b/4613284573","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","12658236913","反向","12658236913","22.7290088","120.278694","https://www.google.com/maps/@22.7290088,120.278694,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3790","way/23674288@b/12658236913","anna","3790","way/23674288@b/12658236913","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","23674288","12658236913","正向","265972849","22.7287483","120.2789018","https://www.google.com/maps/@22.7287483,120.2789018,20z","https://www.openstreetmap.org/way/23674288","segment_direction","1","left;through;right","1","left;through;right","anna","3790","way/23674288@b/12658236913","anna","3790","way/23674288@b/12658236913","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325300","265972835","反向","265972835","22.721863955849322","120.28259888407399","https://www.google.com/maps/@22.721863955849322,120.28259888407399,20z","https://www.openstreetmap.org/way/254325300","segment_direction","1","left;through;right","1","left;through;right","anna","3828","way/254325300@b/265972835","anna","3828","way/254325300@b/265972835","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325300","2206324446","反向","2206324446","22.723091","120.2820963","https://www.google.com/maps/@22.723091,120.2820963,20z","https://www.openstreetmap.org/way/254325300","segment_direction","1","left;through;right","1","left;through;right","anna","3822","way/254325300@b/2206324446","anna","3822","way/254325300@b/2206324446","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325300","2206324446","正向","1080697211","22.7234604","120.281928","https://www.google.com/maps/@22.7234604,120.281928,20z","https://www.openstreetmap.org/way/254325300","segment_direction","1","left;through;right","1","left;through;right","anna","3822","way/254325300@b/2206324446","anna","3822","way/254325300@b/2206324446","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325300","12658227953","反向","12658227953","22.7227497","120.2822363","https://www.google.com/maps/@22.7227497,120.2822363,20z","https://www.openstreetmap.org/way/254325300","segment_direction","1","left;through;right","1","left;through;right","anna","3825","way/254325300@b/12658227953","anna","3825","way/254325300@b/12658227953","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","1080696704","正向","7242882779","22.7323902","120.2760684","https://www.google.com/maps/@22.7323902,120.2760684,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3773","way/254325301@b/1080696704","anna","3773","way/254325301@b/1080696704","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","1080696948","反向","1080696948","22.7300019","120.2778516","https://www.google.com/maps/@22.7300019,120.2778516,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3780","way/254325301@b/1080696948","anna","3780","way/254325301@b/1080696948","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","1080696948","正向","12658236915","22.7303175","120.277613","https://www.google.com/maps/@22.7303175,120.277613,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3780","way/254325301@b/1080696948","anna","3780","way/254325301@b/1080696948","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","1080697233","正向","1080696704","22.7319269","120.2764141","https://www.google.com/maps/@22.7319269,120.2764141,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3774","way/254325301@b/1080697233","anna","3774","way/254325301@b/1080697233","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","2601136103","正向","1080696948","22.7300019","120.2778516","https://www.google.com/maps/@22.7300019,120.2778516,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3786","way/254325301@b/2601136103","anna","3786","way/254325301@b/2601136103","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","7242882779","正向","1080696932","22.7334039","120.27532","https://www.google.com/maps/@22.7334039,120.27532,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3769","way/254325301@b/7242882779","anna","3769","way/254325301@b/7242882779","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","254325301","12658236915","正向","1080697233","22.7311811","120.2769598","https://www.google.com/maps/@22.7311811,120.2769598,20z","https://www.openstreetmap.org/way/254325301","segment_direction","1","left;through;right","1","left;through;right","anna","3777","way/254325301@b/12658236915","anna","3777","way/254325301@b/12658236915","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715869","1080697211","反向","1080697211","22.7234604","120.281928","https://www.google.com/maps/@22.7234604,120.281928,20z","https://www.openstreetmap.org/way/267715869","segment_direction","1","left;through;right","1","left;through;right","anna","3819","way/267715869@b/1080697211","anna","3819","way/267715869@b/1080697211","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715869","1080697211","正向","265972866","22.7241509","120.2816221","https://www.google.com/maps/@22.7241509,120.2816221,20z","https://www.openstreetmap.org/way/267715869","segment_direction","1","left;through;right","1","left;through;right","anna","3819","way/267715869@b/1080697211","anna","3819","way/267715869@b/1080697211","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715873","265972836","正向","343046602","22.7255138","120.2808932","https://www.google.com/maps/@22.7255138,120.2808932,20z","https://www.openstreetmap.org/way/267715873","segment_direction","1","left;through;right","1","left;through;right","anna","3813","way/267715873@b/265972836","anna","3813","way/267715873@b/265972836","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715873","265972866","反向","265972866","22.7241509","120.2816221","https://www.google.com/maps/@22.7241509,120.2816221,20z","https://www.openstreetmap.org/way/267715873","segment_direction","1","left;through;right","1","left;through;right","anna","3816","way/267715873@b/265972866","anna","3816","way/267715873@b/265972866","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715873","265972866","正向","265972836","22.7247795","120.2813223","https://www.google.com/maps/@22.7247795,120.2813223,20z","https://www.openstreetmap.org/way/267715873","segment_direction","1","left;through;right","1","left;through;right","anna","3816","way/267715873@b/265972866","anna","3816","way/267715873@b/265972866","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715875","343046602","反向","343046602","22.7255138","120.2808932","https://www.google.com/maps/@22.7255138,120.2808932,20z","https://www.openstreetmap.org/way/267715875","segment_direction","1","left;through;right","1","left;through;right","anna","3810","way/267715875@b/343046602","anna","3810","way/267715875@b/343046602","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715875","1080696694","反向","1080696694","22.7256648","120.2807822","https://www.google.com/maps/@22.7256648,120.2807822,20z","https://www.openstreetmap.org/way/267715875","segment_direction","1","left;through;right","1","left;through;right","anna","3807","way/267715875@b/1080696694","anna","3807","way/267715875@b/1080696694","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715875","1080696694","正向","1080697095","22.7259786","120.2805231","https://www.google.com/maps/@22.7259786,120.2805231,20z","https://www.openstreetmap.org/way/267715875","segment_direction","1","left;through;right","1","left;through;right","anna","3807","way/267715875@b/1080696694","anna","3807","way/267715875@b/1080696694","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715875","1080697095","反向","1080697095","22.7259786","120.2805231","https://www.google.com/maps/@22.7259786,120.2805231,20z","https://www.openstreetmap.org/way/267715875","segment_direction","1","left;through;right","1","left;through;right","anna","3806","way/267715875@b/1080697095","anna","3806","way/267715875@b/1080697095","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學西路","267715875","1080697095","正向","291592355","22.726889468147547","120.27984808351107","https://www.google.com/maps/@22.726889468147547,120.27984808351107,20z","https://www.openstreetmap.org/way/267715875","segment_direction","1","left;through;right","1","left;through;right","anna","3806","way/267715875@b/1080697095","anna","3806","way/267715875@b/1080697095","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","256455721","反向","256455721","22.727256249833392","120.27416775012495","https://www.google.com/maps/@22.727256249833392,120.27416775012495,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3707","way/24275091@b/256455721","anna","3707","way/24275091@b/256455721","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","256455721","正向","262101330","22.7284261","120.2760579","https://www.google.com/maps/@22.7284261,120.2760579,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3707","way/24275091@b/256455721","anna","3707","way/24275091@b/256455721","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","262101330","反向","262101330","22.7284261","120.2760579","https://www.google.com/maps/@22.7284261,120.2760579,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3710","way/24275091@b/262101330","anna","3710","way/24275091@b/262101330","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","1080696911","正向","2601136103","22.7296803","120.2780815","https://www.google.com/maps/@22.7296803,120.2780815,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3716","way/24275091@b/1080696911","anna","3716","way/24275091@b/1080696911","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","1080697389","正向","256455721","22.727256249833392","120.27416775012495","https://www.google.com/maps/@22.727256249833392,120.27416775012495,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3704","way/24275091@b/1080697389","anna","3704","way/24275091@b/1080697389","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","1080697531","反向","1080697531","22.7287131","120.2765286","https://www.google.com/maps/@22.7287131,120.2765286,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3713","way/24275091@b/1080697531","anna","3713","way/24275091@b/1080697531","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
"完全一致","大學南路","24275091","1080697531","正向","1080696911","22.7292297","120.277347","https://www.google.com/maps/@22.7292297,120.277347,20z","https://www.openstreetmap.org/way/24275091","segment_direction","1","left;through;right","1","left;through;right","anna","3713","way/24275091@b/1080697531","anna","3713","way/24275091@b/1080697531","移除此人工覆蓋後，僅就車道數與轉向而言，顯示結果仍相同。"
